t_u,u_raw,t_v,v_raw,t_du,du_raw,t_dv,dv_raw,t_orientacion,orientacion_raw,t_T_L,throttle_L,t_T_R,throttle_R
70.892,10485.0,70.892,0.0,70.892,33.0,70.892,25.0,114.898,-2.142791,114.547,6136.0,114.547,5690.0
71.209,0.0,71.209,31457.0,71.209,11.0,71.209,55.0,115.383,-2.161479,115.062,7069.0,115.062,4707.0
71.476,10485.0,71.476,57671.0,71.476,10.0,71.476,49.0,115.898,-2.166604,115.543,6551.0,115.543,5437.0
71.817,-31457.0,71.817,57671.0,71.817,11.0,71.817,16.0,116.373,-2.151832,116.027,6474.0,116.027,5447.0
72.084,-5242.0,72.084,26214.0,72.084,-7.0,72.084,-17.0,116.914,-2.123462,116.534,6313.0,116.534,5582.0
72.719,5242.0,72.719,15728.0,72.719,-3.0,72.719,-4.0,117.399,-2.09615,117.039,6340.0,117.039,5443.0
72.971,-5242.0,72.971,5242.0,72.971,39.0,72.971,1.0,117.899,-2.052893,117.565,6170.0,117.565,5692.0
73.263,-5242.0,73.263,-10485.0,73.263,12.0,73.263,30.0,118.377,-1.99616,118.013,6303.0,118.013,5367.0
73.566,0.0,73.566,5242.0,73.566,2.0,73.566,25.0,118.914,-1.952006,118.561,6541.0,118.561,5098.0
73.906,-10485.0,73.906,31457.0,73.906,23.0,73.906,-6.0,119.38,-1.920595,119.031,6653.0,119.031,5114.0
74.181,-15728.0,74.181,47185.0,74.181,37.0,74.181,-7.0,119.873,-1.901902,119.513,6641.0,119.513,5200.0
74.47,0.0,74.47,41943.0,74.47,12.0,74.47,-50.0,120.373,-1.903202,120.035,6928.0,120.035,4855.0
74.767,-10485.0,74.767,31457.0,74.767,3.0,74.767,-14.0,120.877,-1.931853,120.535,6782.0,120.535,5036.0
75.064,10485.0,75.064,10485.0,75.064,37.0,75.064,-8.0,121.354,-1.946476,121.004,6297.0,121.004,5470.0
75.379,-5242.0,75.379,20971.0,75.379,35.0,75.379,-21.0,121.883,-1.960388,121.523,6369.0,121.523,5383.0
75.664,0.0,75.664,36700.0,75.664,-4.0,75.664,44.0,122.368,-1.98694,122.045,6881.0,122.045,4919.0
75.983,-15728.0,75.983,36700.0,75.983,8.0,75.983,-32.0,122.908,-2.019325,122.538,6771.0,122.538,5081.0
76.264,0.0,76.264,0.0,76.264,26.0,76.264,-41.0,123.353,-2.045723,122.997,6345.0,122.997,5394.0
76.557,-15728.0,76.557,26214.0,76.557,0.0,76.557,-19.0,123.877,-2.081544,123.516,6356.0,123.516,5344.0
76.88,0.0,76.88,-10485.0,76.88,45.0,76.88,-45.0,124.342,-2.111514,123.985,6244.0,123.985,5578.0
77.195,10485.0,77.195,5242.0,77.195,-43.0,77.195,-28.0,124.868,-2.116491,124.492,6112.0,124.492,5853.0
77.474,-5242.0,77.474,0.0,77.474,16.0,77.474,-12.0,125.359,-2.104415,125.014,6025.0,125.014,5740.0
77.755,15728.0,77.755,20971.0,77.755,14.0,77.755,10.0,125.886,-2.093725,125.518,6024.0,125.518,5728.0
78.061,-10485.0,78.061,10485.0,78.061,9.0,78.061,-22.0,126.334,-2.076376,126.014,6702.0,126.014,5171.0
78.324,0.0,78.324,20971.0,78.324,8.0,78.324,-52.0,126.839,-2.04705,126.543,6242.0,126.543,5534.0
78.68,-10485.0,78.68,-5242.0,78.68,28.0,78.68,-34.0,127.344,-2.023929,126.978,6371.0,126.978,5357.0
78.952,10485.0,78.952,10485.0,78.952,-5.0,78.952,-69.0,127.857,-2.022799,127.499,6680.0,127.499,5067.0
79.248,5242.0,79.248,-20971.0,79.248,19.0,79.248,-7.0,128.335,-2.02558,127.997,6376.0,127.997,5410.0
79.553,20971.0,79.553,0.0,79.553,-1.0,79.553,-29.0,128.867,-2.029421,128.474,6759.0,128.474,4983.0
79.87,5242.0,79.87,-5242.0,79.87,22.0,79.87,-19.0,129.338,-2.049236,129.026,6561.0,129.026,5270.0
80.204,20971.0,80.204,-10485.0,80.204,-7.0,80.204,-26.0,129.846,-2.058799,129.493,6559.0,129.493,5144.0
80.451,15728.0,80.451,15728.0,80.451,39.0,80.451,-52.0,130.333,-2.066509,129.967,6445.0,129.967,5338.0
80.745,5242.0,80.745,5242.0,80.745,4.0,80.745,-48.0,130.85,-2.077207,130.498,6656.0,130.498,5113.0
81.039,-5242.0,81.039,0.0,81.039,-3.0,81.039,-48.0,131.315,-2.112452,130.991,6869.0,130.991,4906.0
81.353,20971.0,81.353,20971.0,81.353,26.0,81.353,-60.0,131.859,-2.159081,131.461,6785.0,131.461,5032.0
81.67,5242.0,81.67,26214.0,81.67,-26.0,81.67,-55.0,132.328,-2.215476,131.98,6732.0,131.98,5115.0
81.945,5242.0,81.945,26214.0,81.945,42.0,81.945,-33.0,132.854,-2.26912,132.501,6792.0,132.501,5164.0
82.253,5242.0,82.253,15728.0,82.253,19.0,82.253,-34.0,133.321,-2.324132,132.987,6631.0,132.987,5165.0
82.539,20971.0,82.539,52428.0,82.539,-37.0,82.539,-57.0,133.826,-2.373584,133.462,6297.0,133.462,5504.0
82.846,15728.0,82.846,10485.0,82.846,36.0,82.846,-64.0,134.303,-2.417381,133.994,6721.0,133.994,5086.0
83.172,-10485.0,83.172,-10485.0,83.172,0.0,83.172,-50.0,134.846,-2.463629,134.452,6663.0,134.452,5179.0
83.44,5242.0,83.44,-10485.0,83.44,14.0,83.44,-60.0,135.296,-2.478879,134.95,6034.0,134.95,5782.0
83.736,-5242.0,83.736,-5242.0,83.736,-9.0,83.736,-14.0,135.833,-2.482516,135.471,6304.0,135.471,5461.0
84.032,10485.0,84.032,20971.0,84.032,-10.0,84.032,-44.0,136.344,-2.487548,135.983,6380.0,135.983,5406.0
84.361,10485.0,84.361,5242.0,84.361,8.0,84.361,-39.0,136.843,-2.48037,136.468,6199.0,136.468,5629.0
84.646,10485.0,84.646,-10485.0,84.646,-4.0,84.646,-37.0,137.294,-2.461431,136.958,6221.0,136.958,5561.0
84.923,0.0,84.923,15728.0,84.923,2.0,84.923,-45.0,137.833,-2.440952,137.441,6092.0,137.441,5692.0
85.226,20971.0,85.226,10485.0,85.226,-1.0,85.226,-62.0,138.284,-2.409495,137.966,6280.0,137.966,5518.0
85.524,5242.0,85.524,-5242.0,85.524,-9.0,85.524,-50.0,138.82,-2.361478,138.442,6114.0,138.442,5681.0
85.833,-5242.0,85.833,-5242.0,85.833,10.0,85.833,-37.0,139.286,-2.310121,138.93,6283.0,138.93,5478.0
86.15,-26214.0,86.15,-15728.0,86.15,-21.0,86.15,-26.0,139.837,-2.258566,139.481,6193.0,139.481,5566.0
86.46,5242.0,86.46,0.0,86.46,15.0,86.46,-21.0,140.282,-2.221924,139.959,6517.0,139.959,5217.0
86.729,36700.0,86.729,-5242.0,86.729,10.0,86.729,-54.0,140.839,-2.196727,140.43,6601.0,140.43,5187.0
87.027,26214.0,87.027,-5242.0,87.027,-16.0,87.027,-23.0,141.29,-2.192166,140.95,6914.0,140.95,4876.0
87.339,10485.0,87.339,5242.0,87.339,18.0,87.339,-53.0,141.81,-2.193113,141.449,7060.0,141.449,4763.0
87.665,0.0,87.665,5242.0,87.665,7.0,87.665,-51.0,142.284,-2.211944,141.923,6944.0,141.923,4851.0
87.924,15728.0,87.924,5242.0,87.924,2.0,87.924,-33.0,142.813,-2.236938,142.455,6930.0,142.455,4857.0
88.565,20971.0,88.565,0.0,88.565,4.0,88.565,-32.0,143.306,-2.280658,142.968,7063.0,142.968,4775.0
88.785,0.0,88.785,5242.0,88.785,23.0,88.785,-57.0,143.81,-2.330927,143.421,7053.0,143.421,4783.0
89.148,-10485.0,89.148,0.0,89.148,-53.0,89.148,-37.0,144.27,-2.382467,143.932,7015.0,143.932,4801.0
89.413,26214.0,89.413,20971.0,89.413,40.0,89.413,-61.0,144.791,-2.428699,144.438,6675.0,144.438,5136.0
89.685,52428.0,89.685,26214.0,89.685,-36.0,89.685,-35.0,145.3,-2.458126,144.907,6314.0,144.907,5571.0
90.018,0.0,90.018,10485.0,90.018,22.0,90.018,-27.0,145.792,-2.474504,145.414,6190.0,145.414,5670.0
90.324,-20971.0,90.324,-20971.0,90.324,-7.0,90.324,-35.0,146.263,-2.467166,145.947,6303.0,145.947,5522.0
90.654,-10485.0,90.654,-5242.0,90.654,18.0,90.654,-34.0,146.806,-2.435528,146.44,6040.0,146.44,5778.0
90.906,-10485.0,90.906,10485.0,90.906,-7.0,90.906,-46.0,147.273,-2.392857,146.929,6292.0,146.929,5540.0
91.207,26214.0,91.207,5242.0,91.207,9.0,91.207,-37.0,147.767,-2.355632,147.417,6569.0,147.417,5296.0
91.518,5242.0,91.518,5242.0,91.518,-14.0,91.518,-56.0,148.301,-2.314341,147.906,6546.0,147.906,5330.0
91.809,5242.0,91.809,26214.0,91.809,17.0,91.809,-69.0,148.783,-2.269103,148.431,6530.0,148.431,5243.0
92.149,-15728.0,92.149,10485.0,92.149,-9.0,92.149,-23.0,149.278,-2.221549,148.903,6554.0,148.903,5254.0
92.4,20971.0,92.4,20971.0,92.4,13.0,92.4,-43.0,149.811,-2.177307,149.399,6378.0,149.399,5464.0
92.725,5242.0,92.725,26214.0,92.725,-25.0,92.725,12.0,150.268,-2.144888,149.945,6983.0,149.945,4934.0
93.007,0.0,93.007,20971.0,93.007,-14.0,93.007,-63.0,150.762,-2.12952,150.417,6852.0,150.417,4977.0
93.269,-5242.0,93.269,-5242.0,93.269,-15.0,93.269,-19.0,151.242,-2.140234,150.883,7305.0,150.883,4580.0
93.623,-5242.0,93.623,-10485.0,93.623,-13.0,93.623,-36.0,151.771,-2.158853,151.411,6873.0,151.411,4900.0
93.896,26214.0,93.896,-5242.0,93.896,8.0,93.896,-57.0,152.238,-2.199518,151.916,7132.0,151.916,4720.0
94.187,10485.0,94.187,-15728.0,94.187,-18.0,94.187,-2.0,152.787,-2.251935,152.384,6992.0,152.384,4808.0
94.473,5242.0,94.473,-20971.0,94.473,-7.0,94.473,-42.0,153.243,-2.313026,152.905,6965.0,152.905,4905.0
94.82,26214.0,94.82,15728.0,94.82,14.0,94.82,-17.0,153.785,-2.366987,153.425,6877.0,153.425,4917.0
95.109,-47185.0,95.109,10485.0,95.109,-23.0,95.109,-7.0,154.233,-2.410024,153.875,6555.0,153.875,5185.0
95.396,-5242.0,95.396,15728.0,95.396,-4.0,95.396,-40.0,154.744,-2.454317,154.393,6445.0,154.393,5440.0
95.689,5242.0,95.689,5242.0,95.689,13.0,95.689,-35.0,155.227,-2.504147,154.904,6888.0,154.904,4941.0
96.016,0.0,96.016,-10485.0,96.016,-5.0,96.016,-21.0,155.778,-2.527052,155.377,5923.0,155.377,5889.0
96.293,10485.0,96.293,10485.0,96.293,-20.0,96.293,-17.0,156.241,-2.541044,155.894,6521.0,155.894,5190.0
96.583,20971.0,96.583,-5242.0,96.583,-8.0,96.583,-32.0,156.752,-2.526953,156.396,5977.0,156.396,5874.0
96.903,-10485.0,96.903,-5242.0,96.903,2.0,96.903,-15.0,157.263,-2.481268,156.909,5841.0,156.909,5933.0
97.179,10485.0,97.179,0.0,97.179,0.0,97.179,-27.0,157.761,-2.414465,157.39,5870.0,157.39,5916.0
97.484,26214.0,97.484,-26214.0,97.484,-25.0,97.484,-10.0,158.217,-2.333032,157.876,5808.0,157.876,6008.0
97.793,5242.0,97.793,-15728.0,97.793,-20.0,97.793,-34.0,158.768,-2.270647,158.365,6737.0,158.365,5089.0
98.107,0.0,98.107,5242.0,98.107,-5.0,98.107,-27.0,159.213,-2.221872,158.904,6593.0,158.904,5152.0
98.385,5242.0,98.385,-10485.0,98.385,-19.0,98.385,-9.0,159.74,-2.189066,159.395,6810.0,159.395,4935.0
98.677,5242.0,98.677,0.0,98.677,-18.0,98.677,-9.0,160.203,-2.179271,159.853,7036.0,159.853,4788.0
99.028,-15728.0,99.028,-26214.0,99.028,-6.0,99.028,-8.0,160.758,-2.218995,160.409,7413.0,160.409,4307.0
99.279,26214.0,99.279,10485.0,99.279,-15.0,99.279,-22.0,161.205,-2.277124,160.883,7148.0,160.883,4833.0
99.601,-31457.0,99.601,10485.0,99.601,-19.0,99.601,-15.0,161.717,-2.363074,161.356,7457.0,161.356,4352.0
99.875,10485.0,99.875,-5242.0,99.875,3.0,99.875,-24.0,162.202,-2.436763,161.88,6609.0,161.88,5289.0
100.176,5242.0,100.176,-20971.0,100.176,-40.0,100.176,-19.0,162.741,-2.507676,162.373,7184.0,162.373,4689.0
100.469,15728.0,100.469,-10485.0,100.469,11.0,100.469,-23.0,163.2,-2.574337,162.841,6580.0,162.841,5291.0
100.783,5242.0,100.783,0.0,100.783,-22.0,100.783,12.0,163.737,-2.627675,163.371,6309.0,163.371,5423.0
101.124,15728.0,101.124,-5242.0,101.124,-17.0,101.124,-28.0,164.214,-2.672589,163.886,6598.0,163.886,5216.0
101.369,-5242.0,101.369,0.0,101.369,7.0,101.369,10.0,164.731,-2.682976,164.344,6243.0,164.344,5730.0
101.666,0.0,101.666,15728.0,101.666,-6.0,101.666,-37.0,165.194,-2.65865,164.855,5824.0,164.855,6014.0
101.968,-15728.0,101.968,-10485.0,101.968,-21.0,101.968,17.0,165.717,-2.615152,165.371,5828.0,165.371,5910.0
102.28,-5242.0,102.28,10485.0,102.28,-9.0,102.28,-8.0,166.186,-2.555164,165.831,5843.0,165.831,5957.0
102.59,-5242.0,102.59,15728.0,102.59,-20.0,102.59,4.0,166.714,-2.491828,166.337,6499.0,166.337,5262.0
102.871,-10485.0,102.871,-10485.0,102.871,-27.0,102.871,-11.0,167.183,-2.427216,166.854,6114.0,166.854,5617.0
103.182,15728.0,103.182,-10485.0,103.182,20.0,103.182,14.0,167.731,-2.388789,167.365,7026.0,167.365,4707.0
103.459,15728.0,103.459,-15728.0,103.459,-4.0,103.459,13.0,168.175,-2.356748,167.849,6638.0,167.849,5144.0
103.77,5242.0,103.77,5242.0,103.77,-889.0,103.77,-88.0,168.685,-2.34831,168.384,7384.0,168.384,4423.0
104.09,20971.0,104.09,0.0,104.09,-224.0,104.09,77.0,169.224,-2.373186,168.849,7111.0,168.849,4752.0
104.329,-94371.0,104.329,5242.0,104.329,-417.0,104.329,450.0,169.703,-2.424261,169.349,7373.0,169.349,4418.0
104.662,-110100.0,104.662,-73400.0,104.662,-146.0,104.662,295.0,170.189,-2.500217,169.842,7402.0,169.842,4444.0
104.974,-141557.0,104.974,-94371.0,104.974,-57.0,104.974,11.0,170.711,-2.587873,170.32,7153.0,170.32,4714.0
105.302,-173014.0,105.302,-115343.0,105.302,-3.0,105.302,170.0,171.183,-2.690097,170.86,7358.0,170.86,4455.0
105.568,-209715.0,105.568,-115343.0,105.568,16.0,105.568,141.0,171.686,-2.7914,171.351,6660.0,171.351,5206.0
105.852,-115343.0,105.852,-146800.0,105.852,145.0,105.852,138.0,172.162,-2.857512,171.829,6280.0,171.829,5674.0
106.155,-83886.0,106.155,-146800.0,106.155,155.0,106.155,-172.0,172.691,-2.898834,172.333,6392.0,172.333,5500.0
106.449,-104857.0,106.449,-125829.0,106.449,1.0,106.449,58.0,173.172,-2.927503,172.839,6405.0,172.839,5476.0
106.721,-78643.0,106.721,-94371.0,106.721,125.0,106.721,216.0,173.702,-2.919922,173.3,5683.0,173.3,6110.0
107.047,-78643.0,107.047,-94371.0,107.047,-67.0,107.047,64.0,174.158,-2.89853,173.837,6202.0,173.837,5671.0
107.385,-57671.0,107.385,-178257.0,107.385,175.0,107.385,-327.0,174.699,-2.844869,174.345,5570.0,174.345,6102.0
107.651,-99614.0,107.651,-183500.0,107.651,466.0,107.651,-440.0,175.149,-2.786603,174.802,6268.0,174.802,5497.0
107.946,-57671.0,107.946,-220200.0,107.946,284.0,107.946,-198.0,175.694,-2.732951,175.305,6429.0,175.305,5394.0
108.252,-15728.0,108.252,-188743.0,108.252,218.0,108.252,159.0,176.15,-2.684655,175.82,6395.0,175.82,5474.0
108.568,-47185.0,108.568,-199229.0,108.568,204.0,108.568,189.0,176.706,-2.650295,176.298,6800.0,176.298,5094.0
108.845,-36700.0,108.845,-199229.0,108.845,284.0,108.845,79.0,177.159,-2.627683,176.826,6505.0,176.826,5022.0
109.133,-52428.0,109.133,-173014.0,109.133,352.0,109.133,128.0,177.664,-2.62792,177.316,7303.0,177.316,4601.0
109.497,-41943.0,109.497,-162529.0,109.497,41.0,109.497,186.0,178.186,-2.65128,177.833,7187.0,177.833,4716.0
109.708,-47185.0,109.708,-178257.0,109.708,-125.0,109.708,206.0,178.67,-2.694005,178.328,7183.0,178.328,4618.0
110.062,-62914.0,110.062,-178257.0,110.062,-56.0,110.062,86.0,179.14,-2.749018,178.842,7045.0,178.842,4817.0
110.34,-41943.0,110.34,-204472.0,110.34,-40.0,110.34,439.0,179.687,-2.819199,179.288,7392.0,179.288,4420.0
110.632,-62914.0,110.632,-209715.0,110.632,51.0,110.632,26.0,180.136,-2.90818,179.805,7173.0,179.805,4748.0
110.951,-52428.0,110.951,-220200.0,110.951,-29.0,110.951,52.0,180.661,-2.993628,180.275,6973.0,180.275,4767.0
111.204,-47185.0,111.204,-220200.0,111.204,-182.0,111.204,-24.0,181.14,-3.069127,180.782,6666.0,180.782,5216.0
111.579,-36700.0,111.579,-214957.0,111.579,36.0,111.579,66.0,181.681,-3.126162,181.32,6437.0,181.32,5394.0
111.824,-47185.0,111.824,-188743.0,111.824,-72.0,111.824,-51.0,182.149,3.119803,181.806,6139.0,181.806,5644.0
112.128,-5242.0,112.128,-178257.0,112.128,-37.0,112.128,-44.0,182.635,3.08832,182.277,6556.0,182.277,5446.0
112.427,-52428.0,112.427,-157286.0,112.427,-144.0,112.427,44.0,183.141,3.070972,182.804,6084.0,182.804,5802.0
112.744,-83886.0,112.744,-152043.0,112.744,-202.0,112.744,4.0,183.653,3.068228,183.294,6633.0,183.294,5188.0
113.057,-57671.0,113.057,-214957.0,113.057,-93.0,113.057,-46.0,184.134,3.05823,183.77,6482.0,183.77,5335.0
113.295,-89128.0,113.295,-225443.0,113.295,-334.0,113.295,-55.0,184.648,3.050455,184.29,6579.0,184.29,5313.0
113.638,-62914.0,113.638,-225443.0,113.638,-330.0,113.638,-5.0,185.133,3.040982,184.826,6521.0,184.826,5327.0
113.928,-83886.0,113.928,-199229.0,113.928,48.0,113.928,51.0,185.667,3.032543,185.26,6651.0,185.26,5106.0
114.235,-89128.0,114.235,-178257.0,114.235,-184.0,114.235,-109.0,186.116,3.013898,185.773,6636.0,185.773,5137.0
114.548,-104857.0,114.548,-199229.0,114.548,-179.0,114.548,40.0,186.646,2.987101,186.292,6787.0,186.292,5155.0
114.818,-99614.0,114.818,-173014.0,114.818,-5.0,114.818,-124.0,187.119,2.958838,186.754,6694.0,186.754,5119.0
115.116,-36700.0,115.116,-235929.0,115.116,73.0,115.116,-72.0,187.641,2.933402,187.251,6837.0,187.251,4874.0
115.418,-62914.0,115.418,-162529.0,115.418,44.0,115.418,31.0,188.102,2.895664,187.795,6765.0,187.795,5131.0
115.745,-120586.0,115.745,-225443.0,115.745,72.0,115.745,80.0,188.659,2.867269,188.286,6452.0,188.286,5447.0
116.028,-73400.0,116.028,-178257.0,116.028,-48.0,116.028,18.0,189.145,2.848278,188.782,6553.0,188.782,5300.0
116.285,-131071.0,116.285,-204472.0,116.285,-141.0,116.285,-46.0,189.609,2.838244,189.746,6439.0,189.746,5435.0
116.618,-115343.0,116.618,-178257.0,116.618,-137.0,116.618,238.0,190.101,2.831521,190.269,6526.0,190.269,5341.0
116.916,-94371.0,116.916,-220200.0,116.916,-31.0,116.916,-38.0,190.654,2.826901,190.751,6414.0,190.751,5452.0
117.22,-83886.0,117.22,-183500.0,117.22,-206.0,117.22,-17.0,191.114,2.821916,191.266,7010.0,191.266,4842.0
117.566,-99614.0,117.566,-193986.0,117.566,-1.0,117.566,-122.0,191.639,2.812818,191.79,6439.0,191.79,5417.0
117.821,-120586.0,117.821,-230686.0,117.821,-11.0,117.821,115.0,192.11,2.800819,192.277,6481.0,192.277,5348.0
118.099,-99614.0,118.099,-246415.0,118.099,243.0,118.099,-238.0,192.612,2.791113,192.732,6783.0,192.732,5042.0
118.402,-83886.0,118.402,-267386.0,118.402,0.0,118.402,-218.0,193.089,2.772364,193.222,6381.0,193.222,5454.0
118.718,-68157.0,118.718,-230686.0,118.718,176.0,118.718,-131.0,193.62,2.768705,193.756,6620.0,193.756,5213.0
119.031,-62914.0,119.031,-230686.0,119.031,-29.0,119.031,-76.0,194.085,2.764116,194.229,6458.0,194.229,5438.0
119.308,-57671.0,119.308,-235929.0,119.308,-42.0,119.308,68.0,194.642,2.759424,194.76,6747.0,194.76,5038.0
119.599,-47185.0,119.599,-193986.0,119.599,-139.0,119.599,121.0,195.1,2.73639,195.271,6641.0,195.271,5251.0
119.926,-41943.0,119.926,-241172.0,119.926,314.0,119.926,-330.0,195.644,2.717329,195.722,6484.0,195.722,5317.0
120.2,5242.0,120.2,-225443.0,120.2,-32.0,120.2,193.0,196.087,2.693625,196.227,6676.0,196.227,5184.0
120.536,-52428.0,120.536,-220200.0,120.536,-241.0,120.536,57.0,196.587,2.672247,196.753,6731.0,196.753,5198.0
120.797,-31457.0,120.797,-220200.0,120.797,-32.0,120.797,-101.0,197.094,2.646404,197.221,6848.0,197.221,4994.0
121.103,-94371.0,121.103,-225443.0,121.103,180.0,121.103,-168.0,197.625,2.609581,197.713,6607.0,197.713,5229.0
121.395,-83886.0,121.395,-220200.0,121.395,-109.0,121.395,-211.0,198.088,2.579717,198.239,6615.0,198.239,5241.0
121.703,-57671.0,121.703,-241172.0,121.703,116.0,121.703,-67.0,198.593,2.559518,198.758,6702.0,198.758,5158.0
122.047,-41943.0,122.047,-220200.0,122.047,-149.0,122.047,-320.0,199.116,2.530646,199.236,6151.0,199.236,5651.0
122.262,-83886.0,122.262,-225443.0,122.262,-27.0,122.262,-345.0,199.598,2.509216,199.766,6488.0,199.766,5421.0
122.585,-62914.0,122.585,-251658.0,122.585,-245.0,122.585,-82.0,200.065,2.482518,200.21,6545.0,200.21,5374.0
122.91,-83886.0,122.91,-225443.0,122.91,-261.0,122.91,-78.0,200.621,2.470674,200.736,6446.0,200.736,5427.0
123.16,-36700.0,123.16,-251658.0,123.16,-106.0,123.16,-143.0,201.076,2.459532,201.199,6131.0,201.199,5675.0
123.517,-89128.0,123.517,-241172.0,123.517,-185.0,123.517,-249.0,201.603,2.460723,201.704,6390.0,201.704,5405.0
123.788,-41943.0,123.788,-209715.0,123.788,-113.0,123.788,-71.0,202.056,2.458252,202.213,6360.0,202.213,5366.0
124.103,-94371.0,124.103,-209715.0,124.103,-123.0,124.103,126.0,202.612,2.460372,202.729,6426.0,202.729,5375.0
124.383,-78643.0,124.383,-146800.0,124.383,-157.0,124.383,40.0,203.054,2.467803,203.198,6706.0,203.198,5119.0
124.653,-141557.0,124.653,-235929.0,124.653,109.0,124.653,-11.0,203.605,2.465295,203.724,6721.0,203.724,5093.0
125.015,-104857.0,125.015,-199229.0,125.015,-145.0,125.015,48.0,204.063,2.452787,204.235,6629.0,204.235,5314.0
125.287,-73400.0,125.287,-220200.0,125.287,88.0,125.287,-311.0,204.581,2.443905,204.689,6821.0,204.689,4972.0
125.55,-99614.0,125.55,-220200.0,125.55,-132.0,125.55,45.0,205.052,2.433141,205.213,6413.0,205.213,5310.0
125.887,-52428.0,125.887,-188743.0,125.887,46.0,125.887,-169.0,206.052,2.400988,206.191,6486.0,206.191,5356.0
126.207,-99614.0,126.207,-204472.0,126.207,-16.0,126.207,-151.0,206.586,2.390696,206.693,6849.0,206.693,5023.0
126.544,-99614.0,126.544,-220200.0,126.544,34.0,126.544,-188.0,207.048,2.369962,207.222,6724.0,207.222,5172.0
126.774,-89128.0,126.774,-199229.0,126.774,-10.0,126.774,-44.0,207.57,2.347722,207.677,6828.0,207.677,5019.0
127.072,-99614.0,127.072,-246415.0,127.072,-9.0,127.072,-135.0,208.052,2.320207,208.185,6728.0,208.185,5079.0
127.345,-68157.0,127.345,-225443.0,127.345,-45.0,127.345,-138.0,208.577,2.281005,208.74,6577.0,208.74,5348.0
127.687,-68157.0,127.687,-246415.0,127.687,110.0,127.687,-30.0,209.033,2.241149,209.209,6820.0,209.209,5033.0
127.997,-89128.0,127.997,-204472.0,127.997,7.0,127.997,-251.0,209.578,2.199416,209.705,6285.0,209.705,5554.0
128.305,-115343.0,128.305,-241172.0,128.305,-193.0,128.305,-62.0,210.029,2.160272,210.184,6154.0,210.184,5650.0
128.571,-62914.0,128.571,-225443.0,128.571,-177.0,128.571,49.0,210.588,2.140809,210.696,6380.0,210.696,5513.0
128.868,-73400.0,128.868,-188743.0,128.868,125.0,128.868,-207.0,211.025,2.129634,211.192,5933.0,211.192,5902.0
129.137,-94371.0,129.137,-235929.0,129.137,-32.0,129.137,-265.0,211.542,2.130461,211.69,6536.0,211.69,5314.0
129.494,-89128.0,129.494,-241172.0,129.494,-95.0,129.494,-190.0,212.038,2.125137,212.175,6452.0,212.175,5304.0
129.766,-78643.0,129.766,-214957.0,129.766,48.0,129.766,83.0,212.572,2.125314,212.703,6548.0,212.703,5315.0
130.061,-94371.0,130.061,-220200.0,130.061,52.0,130.061,-144.0,213.072,2.133493,213.184,6393.0,213.184,5371.0
130.427,-83886.0,130.427,-241172.0,130.427,6.0,130.427,3.0,213.539,2.13579,213.665,6348.0,213.665,5470.0
130.671,-104857.0,130.671,-241172.0,130.671,105.0,130.671,-45.0,214.014,2.14053,214.182,6761.0,214.182,5097.0
130.992,-68157.0,130.992,-204472.0,130.992,-124.0,130.992,-205.0,214.551,2.132954,214.682,6523.0,214.682,5276.0
131.257,-83886.0,131.257,-214957.0,131.257,-109.0,131.257,-66.0,215.011,2.124033,215.16,6495.0,215.16,5315.0
131.562,-89128.0,131.562,-204472.0,131.562,-96.0,131.562,167.0,215.549,2.119822,215.678,6690.0,215.678,5124.0
131.86,-89128.0,131.86,-193986.0,131.86,-106.0,131.86,102.0,216.007,2.111405,216.191,6744.0,216.191,4972.0
132.162,-89128.0,132.162,-173014.0,132.162,-190.0,132.162,157.0,216.547,2.089655,216.648,6666.0,216.648,5195.0
132.502,-89128.0,132.502,-162529.0,132.502,-88.0,132.502,-150.0,217.007,2.066199,217.157,6705.0,217.157,5162.0
132.751,-120586.0,132.751,-204472.0,132.751,-374.0,132.751,-77.0,217.595,2.048326,217.671,6906.0,217.671,4961.0
133.049,-120586.0,133.049,-193986.0,133.049,-374.0,133.049,-111.0,218.537,1.991353,218.132,6736.0,218.132,5087.0
133.348,-146800.0,133.348,-173014.0,133.348,-128.0,133.348,-191.0,219.004,1.967447,218.673,6302.0,218.673,5541.0
133.621,-157286.0,133.621,-178257.0,133.621,-343.0,133.621,-132.0,219.514,1.952038,219.204,6355.0,219.204,5384.0
133.995,-115343.0,133.995,-188743.0,133.995,-345.0,133.995,-111.0,220.032,1.933612,219.679,6616.0,219.679,5282.0
134.273,-120586.0,134.273,-173014.0,134.273,-125.0,134.273,-322.0,220.511,1.915623,220.179,6368.0,220.179,5452.0
134.578,-125829.0,134.578,-188743.0,134.578,-224.0,134.578,-20.0,221.002,1.91118,220.683,6320.0,220.683,5576.0
134.847,-157286.0,134.847,-152043.0,134.847,-152.0,134.847,29.0,221.534,1.916092,221.133,6352.0,221.133,5433.0
135.154,-157286.0,135.154,-152043.0,135.154,-241.0,135.154,-126.0,221.977,1.926315,221.678,6208.0,221.678,5537.0
135.472,-162529.0,135.472,-193986.0,135.472,-110.0,135.472,-197.0,222.512,1.941166,222.149,6483.0,222.149,5283.0
135.712,-152043.0,135.712,-188743.0,135.712,32.0,135.712,-223.0,222.979,1.957647,222.654,6536.0,222.654,5237.0
136.04,-141557.0,136.04,-178257.0,136.04,-207.0,136.04,-69.0,223.532,1.990622,223.609,6472.0,223.609,5266.0
